,poi_type,sder_postal_code,sder_city,sder_state,place_name,year,no_thefts
49891,store,97203.0,Portland,Oregon,NAPA Auto Parts Genuine Parts Company,2010,1.0
31484,point_of_interest,78719.0,Austin,Texas,Aviation Department,2010,1.0
931,bakery,60656.0,Chicago,Illinois,Bakers Square,2010,1.0
5846,book_store,98201.0,Everett,Washington,Everett Comics & Cards,2010,1.0
24510,lodging,97209.0,Portland,Oregon,Hotel Lucia,2010,5.0
42477,school,33756.0,Clearwater,Florida,Belleair Elementary School,2010,1.0
15115,grocery_or_supermarket,95110.0,San Jose,California,Trader Joe's,2010,1.0
6099,cafe,90405.0,Santa Monica,California,Thyme Cafe and Market,2010,1.0
24188,lodging,97439.0,Florence,Oregon,Silver Sands Motel,2010,1.0
30791,pet_store,2478.0,Belmont,Massachusetts,Belmont Pet Shop,2010,1.0
15427,grocery_or_supermarket,53551.0,Lake Mills,Wisconsin,Sentry,2010,1.0
46795,storage,95678.0,Roseville,California,Extra Space Storage,2010,1.0
15424,grocery_or_supermarket,53711.0,Madison,Wisconsin,Trader Joe's,2010,1.0
36902,real_estate_agency,8226.0,Ocean City,New Jersey,Marr Agency,2010,1.0
48300,store,63031.0,Florissant,Missouri,Fritz's Frozen Custard,2010,1.0
3689,bar,60657.0,Chicago,Illinois,Sidetrack,2010,3.0
36901,real_estate_agency,8226.0,Ocean City,New Jersey,Book the Jersey Shore,2010,1.0
304,art_gallery,94110.0,San Francisco,California,Southern Exposure Gallery,2010,3.0
42290,restaurant,98201.0,Everett,Washington,Brooklyn Bros. Pizzeria,2010,1.0
48296,store,95610.0,Citrus Heights,California,Leatherby's Family Creamery,2010,1.0
3683,bar,60657.0,Chicago,Illinois,Mia Francesca,2010,1.0
19349,library,97333.0,Corvallis,Oregon,Corvallis-Benton County Public Library,2010,2.0
24200,lodging,97403.0,Eugene,Oregon,Comfort Suites,2010,1.0
15413,grocery_or_supermarket,14222.0,Buffalo,New York,Lexington Cooperative Market,2010,1.0
6088,cafe,92832.0,Fullerton,California,The Brownstone Cafe,2010,1.0
49697,store,97212.0,Portland,Oregon,Mountain Shop,2010,2.0
19956,local_government_office,20850.0,Rockville,Maryland,"City Of Rockville, MD",2010,1.0
15435,grocery_or_supermarket,97439.0,Florence,Oregon,Grocery Outlet,2010,1.0
24183,lodging,83340.0,Ketchum,Idaho,Tamarack Lodge,2010,1.0
32425,point_of_interest,93117.0,Goleta,California,Tropicana Gardens,2010,1.0
24165,lodging,83706.0,Boise,Idaho,TownePlace Suites Boise Downtown,2010,1.0
15457,grocery_or_supermarket,5401.0,Burlington,Vermont,City Market/Onion River Co-op,2010,1.0
24167,lodging,83706.0,Boise,Idaho,Residence Inn Boise Downtown,2010,1.0
42265,restaurant,98028.0,Kenmore,Washington,Jet City Pizza,2010,1.0
6107,cafe,90405.0,Santa Monica,California,Café Bolívar,2010,1.0
36918,real_estate_agency,95926.0,Chico,California,Nord Gardens,2010,1.0
19331,library,97701.0,Bend,Oregon,Deschutes Public Library Administration,2010,1.0
24185,lodging,83340.0,Ketchum,Idaho,Bellemont Hotel Sun Valley,2010,1.0
8065,church,60622.0,Chicago,Illinois,St Nicholas Cathedral,2010,2.0
8072,church,60622.0,Chicago,Illinois,Holy Trinity Orthodox Cathedral,2010,3.0
3693,bar,60613.0,Chicago,Illinois,Metro,2010,2.0
46814,storage,53704.0,Madison,Wisconsin,StorageShopUSA,2010,1.0
46811,storage,60618.0,Chicago,Illinois,LifeStorage of Wrigleyville,2010,1.0
5789,book_store,97222.0,Milwaukie,Oregon,Dark Horse Comics,2010,2.0
36909,real_estate_agency,89502.0,Reno,Nevada,Housing Connection,2010,1.0
19982,local_government_office,80203.0,Denver,Colorado,Colorado State Capitol,2010,1.0
24181,lodging,83340.0,Ketchum,Idaho,Best Western Plus Kentwood Lodge,2010,1.0
36917,real_estate_agency,95926.0,Chico,California,Woodshire Apartments,2010,1.0
48114,store,94611.0,Oakland,California,Fentons Creamery,2010,1.0
8102,church,14802.0,Alfred,New York,Seventh Day Baptist Church,2010,1.0
49703,store,97213.0,Portland,Oregon,Mountain Shop,2010,1.0
8115,church,2127.0,Boston,Massachusetts,St George Cathedral,2010,1.0
15373,grocery_or_supermarket,60618.0,Chicago,Illinois,Joong Boo Market,2010,1.0
32418,point_of_interest,93117.0,Isla Vista,California,The Daily Nexus,2010,2.0
39912,restaurant,45220.0,Cincinnati,Ohio,Ambar India Restaurant,2010,1.0
48294,store,95610.0,Citrus Heights,California,The Corner Pocket Sports Bar,2010,1.0
3658,bar,60647.0,Chicago,Illinois,Websters Wine Bar Chicago,2010,4.0
48293,store,95610.0,Citrus Heights,California,Adrenaline Powersports,2010,1.0
19369,library,55406.0,Minneapolis,Minnesota,East Lake Library,2010,2.0
24244,lodging,5401.0,Burlington,Vermont,Hotel Vermont,2010,1.0
30793,pet_store,97402.0,Eugene,Oregon,Pet Time,2010,1.0
24256,lodging,97333.0,Corvallis,Oregon,Rodeway Inn Willamette River,2010,2.0
15361,grocery_or_supermarket,60608.0,Chicago,Illinois,ALDI,2010,1.0
30183,park,60201.0,Evanston,Illinois,Ladd Arboretum,2010,2.0
36869,real_estate_agency,81001.0,Pueblo,Colorado,Coldwell Banker,2010,1.0
3651,bar,60647.0,Chicago,Illinois,Revolution Brewing,2010,1.0
24263,lodging,97321.0,Albany,Oregon,The Pfeiffer Cottage Inn,2010,1.0
19375,library,55408.0,Minneapolis,Minnesota,Walker Library,2010,4.0
15351,grocery_or_supermarket,52240.0,Iowa City,Iowa,New Pioneer Food Co-op,2010,1.0
49720,store,97212.0,Portland,Oregon,Sandy Blvd Tire & Auto,2010,1.0
15405,grocery_or_supermarket,2143.0,Somerville,Massachusetts,Market Basket,2010,2.0
36878,real_estate_agency,95610.0,Citrus Heights,California,Laverty Chacon Commercial Real Estate,2010,1.0
5809,book_store,97217.0,Portland,Oregon,In Other Words Feminist Community Center,2010,5.0
24212,lodging,97702.0,Bend,Oregon,Motel 6,2010,1.0
48295,store,95610.0,Citrus Heights,California,Bischoff's Medical Supplies,2010,1.0
24216,lodging,97701.0,Bend,Oregon,McMenamins Old St. Francis School,2010,1.0
31405,point_of_interest,78216.0,San Antonio,Texas,Las Brisas,2010,1.0
36886,real_estate_agency,20037.0,Washington,District of Columbia,Watergate Complex,2010,1.0
24225,lodging,97701.0,Bend,Oregon,The Oxford Hotel,2010,1.0
46789,storage,95060.0,Santa Cruz,California,StateWide Self Storage,2010,1.0
36884,real_estate_agency,22310.0,Alexandria,Virginia,Rose Hill of Alexandria,2010,1.0
15379,grocery_or_supermarket,60068.0,Park Ridge,Illinois,Trader Joe's,2010,1.0
31406,point_of_interest,78216.0,San Antonio,Texas,Cape Cod Apartments,2010,1.0
15387,grocery_or_supermarket,60004.0,Arlington Heights,Illinois,Trader Joe's,2010,1.0
36880,real_estate_agency,19971.0,Rehoboth Beach,Delaware,Coldwell Banker Resort Realty,2010,1.0
32421,point_of_interest,93117.0,Isla Vista,California,Campbell Hall,2010,2.0
15384,grocery_or_supermarket,97415.0,Brookings,Oregon,Rays Food Place,2010,1.0
6082,cafe,90807.0,Long Beach,California,Elise's Tea Room,2010,2.0
15383,grocery_or_supermarket,97415.0,Brookings,Oregon,Fred Meyer,2010,1.0
3665,bar,60647.0,Chicago,Illinois,Longman & Eagle,2010,4.0
42309,restaurant,98225.0,Bellingham,Washington,"Anthony's Hearthfire Grill, Bellingham",2010,1.0
24229,lodging,97401.0,Eugene,Oregon,La Quinta Inn & Suites Eugene,2010,1.0
49689,store,97212.0,Portland,Oregon,The UPS Store,2010,1.0
42258,restaurant,98125.0,Seattle,Washington,Thai One On,2010,1.0
5782,book_store,55408.0,Minneapolis,Minnesota,Eye of Horus Metaphysical,2010,2.0
8029,church,52240.0,Iowa City,Iowa,Congregational United Church,2010,1.0
6126,cafe,91423.0,Los Angeles,California,Jinky's Cafe Sherman Oaks,2010,1.0
24073,lodging,12210.0,Albany,New York,Albany Morgan State House Inn,2010,1.0
15544,grocery_or_supermarket,97202.0,Portland,Oregon,People's Food Co-op,2010,1.0
24074,lodging,48823.0,East Lansing,Michigan,The Gatehouse Suites-East Lansing,2010,1.0
33164,point_of_interest,94703.0,Berkeley,California,La Peña Cultural Center,2010,1.0
8032,church,52240.0,Iowa City,Iowa,St Mary's Church,2010,1.0
42188,restaurant,98052.0,Redmond,Washington,Matts' Rotisserie & Oyster Lounge,2010,1.0
36972,real_estate_agency,44106.0,Cleveland Heights,Ohio,The Alcazar,2010,1.0
49655,store,97204.0,Portland,Oregon,Voodoo Doughnut,2010,1.0
39486,restaurant,94709.0,Berkeley,California,Cheese Board Pizza,2010,1.0
20027,local_government_office,60466.0,Park Forest,Illinois,Nurses Plus,2010,1.0
42195,restaurant,98052.0,Redmond,Washington,Kanishka,2010,1.0
19293,library,1220.0,Adams,Massachusetts,Adams Free Library,2010,1.0
20026,local_government_office,60466.0,Park Forest,Illinois,Park Forest Village Hall,2010,1.0
39939,restaurant,66502.0,Manhattan,Kansas,Hunam Express,2010,1.0
42200,restaurant,98052.0,Redmond,Washington,The Matador,2010,1.0
15522,grocery_or_supermarket,97206.0,Portland,Oregon,Fred Meyer,2010,1.0
48319,store,22201.0,Arlington,Virginia,Ray's The Steaks,2010,5.0
30200,park,2215.0,Boston,Massachusetts,Kenmore Square,2010,2.0
39480,restaurant,94709.0,Berkeley,California,Chez Panisse,2010,1.0
3761,bar,60004.0,Arlington Heights,Illinois,Gatsby’s Pizza and Pub,2010,1.0
39474,restaurant,94563.0,Orinda,California,Casa Orinda,2010,1.0
24034,lodging,2134.0,Boston,Massachusetts,Abercrombie's Farrington Inn,2010,1.0
8019,church,44114.0,Cleveland,Ohio,The Cathedral of Saint John the Evangelist,2010,1.0
19272,library,2138.0,Cambridge,Massachusetts,Cambridge Public library,2010,1.0
49640,store,97216.0,Portland,Oregon,82nd Avenue Tobacco & Pipe Ltd,2010,5.0
39947,restaurant,21230.0,Baltimore,Maryland,Nick's Fish House,2010,1.0
42156,restaurant,98103.0,Seattle,Washington,Dick's Drive-In,2010,5.0
15572,grocery_or_supermarket,97060.0,Troutdale,Oregon,Albertsons,2010,1.0
3756,bar,14701.0,Jamestown,New York,Forte,2010,1.0
15570,grocery_or_supermarket,97124.0,Hillsboro,Oregon,Grocery Outlet,2010,1.0
15566,grocery_or_supermarket,97123.0,Hillsboro,Oregon,Grocery Outlet,2010,1.0
326,art_gallery,22314.0,Alexandria,Virginia,Torpedo Factory Art Center,2010,2.0
5745,book_store,60048.0,Libertyville,Illinois,Dreamland Comics,2010,3.0
48327,store,20006.0,Washington,District of Columbia,National Geographic Store,2010,1.0
15562,grocery_or_supermarket,97215.0,Portland,Oregon,Fred Meyer,2010,1.0
19282,library,2144.0,Somerville,Massachusetts,Somerville Public Library West Branch,2010,1.0
878,bakery,80304.0,Boulder,Colorado,Lucky's Bakehouse and Creamery,2010,1.0
49647,store,97116.0,Forest Grove,Oregon,Les Schwab Tire Center,2010,1.0
39476,restaurant,94708.0,Berkeley,California,Chez Panisse,2010,1.0
24103,lodging,3431.0,Keene,New Hampshire,The Lane Hotel,2010,1.0
49663,store,97209.0,Portland,Oregon,Voodoo Doughnut,2010,11.0
39494,restaurant,94549.0,Lafayette,California,Great Wall Restaurant,2010,1.0
8050,church,60608.0,Chicago,Illinois,St. Adalbert Catholic Church,2010,1.0
15492,grocery_or_supermarket,97034.0,Lake Oswego,Oregon,Safeway,2010,1.0
24131,lodging,53703.0,Madison,Wisconsin,Hyatt Place Madison/Downtown,2010,1.0
24133,lodging,53703.0,Madison,Wisconsin,Best Western Plus Inn On The Park,2010,1.0
24134,lodging,53703.0,Madison,Wisconsin,The Madison Concourse Hotel,2010,1.0
42230,restaurant,98115.0,Seattle,Washington,Rosita's Mexican Grill,2010,3.0
24136,lodging,53551.0,Lake Mills,Wisconsin,Fargo Mansion Inn,2010,1.0
42240,restaurant,98115.0,Seattle,Washington,Wedgwood Broiler,2010,3.0
20003,local_government_office,61602.0,Peoria,Illinois,Peoria County Clerk,2010,1.0
3711,bar,60625.0,Chicago,Illinois,San Soo Gab San,2010,1.0
15481,grocery_or_supermarket,97068.0,West Linn,Oregon,Market of Choice,2010,1.0
8056,church,60661.0,Chicago,Illinois,Old St. Patrick's Church,2010,2.0
3704,bar,60143.0,Itasca,Illinois,Bigby's Pour House,2010,1.0
51617,university,97203.0,Portland,Oregon,University of Portland,2010,2.0
42246,restaurant,98133.0,Seattle,Washington,Burgermaster,2010,1.0
3699,bar,60613.0,Chicago,Illinois,Smart Bar,2010,2.0
15467,grocery_or_supermarket,55104.0,Saint Paul,Minnesota,Walmart,2010,1.0
39515,restaurant,94805.0,Richmond,California,Subway,2010,1.0
49673,store,97124.0,Hillsboro,Oregon,MIR MUSIC,2010,1.0
3716,bar,60640.0,Chicago,Illinois,Reza's Restaurant,2010,1.0
42221,restaurant,98115.0,Seattle,Washington,Little Red Hen,2010,3.0
30866,pharmacy,92122.0,San Diego,California,Rite Aid Pharmacy,2010,2.0
42203,restaurant,98115.0,Seattle,Washington,Pagliacci Pizza,2010,1.0
39498,restaurant,94549.0,Lafayette,California,Uncle Yu's,2010,1.0
24107,lodging,53523.0,Cambridge,Wisconsin,Oscar H. Hanson House Bed & Breakfast,2010,1.0
36950,real_estate_agency,80526.0,Fort Collins,Colorado,The Pavilions at Silver Sage,2010,1.0
5762,book_store,3103.0,Manchester,New Hampshire,Newbury Comics,2010,1.0
15514,grocery_or_supermarket,97206.0,Portland,Oregon,Safeway,2010,5.0
33172,point_of_interest,94703.0,Berkeley,California,Berkeley Flea Market,2010,1.0
48107,store,94611.0,Oakland,California,The UPS Store,2010,1.0
3724,bar,60640.0,Chicago,Illinois,Hamburger Mary's,2010,1.0
5766,book_store,53211.0,Milwaukee,Wisconsin,UWM Bookstore,2010,2.0
15507,grocery_or_supermarket,97202.0,Portland,Oregon,Safeway,2010,1.0
317,art_gallery,94804.0,Richmond,California,Richmond Art Center,2010,1.0
3720,bar,60640.0,Chicago,Illinois,Calo Ristorante,2010,1.0
15503,grocery_or_supermarket,97219.0,Portland,Oregon,Fred Meyer,2010,1.0
20011,local_government_office,7307.0,Jersey City,New Jersey,Jersey City Parking Authority,2010,1.0
36943,real_estate_agency,47305.0,Muncie,Indiana,Coldwell Banker Lunsford,2010,1.0
631,bakery,92626.0,Costa Mesa,California,French’s Pastry Bakery,2010,1.0
24124,lodging,13202.0,Syracuse,New York,Jefferson Clinton Hotel,2010,1.0
39513,restaurant,94804.0,Richmond,California,Caspers Hot Dogs,2010,1.0
3649,bar,60647.0,Chicago,Illinois,The Boiler Room,2010,1.0
8018,church,50211.0,Norwalk,Iowa,New Life Lutheran Church,2010,1.0
15349,grocery_or_supermarket,46407.0,Gary,Indiana,Sam's Market - Grocery & Beauty Supply,2010,1.0
24268,lodging,97361.0,Monmouth,Oregon,Courtesy Inn,2010,1.0
8208,church,53703.0,Madison,Wisconsin,Grace Episcopal Church,2010,1.0
49775,store,97218.0,Portland,Oregon,Old Salt Marketplace,2010,5.0
24416,lodging,97204.0,Portland,Oregon,Hilton Portland & Executive Tower,2010,9.0
15202,grocery_or_supermarket,94549.0,Lafayette,California,Whole Foods Market,2010,1.0
15200,grocery_or_supermarket,94549.0,Lafayette,California,Safeway,2010,1.0
39876,restaurant,20814.0,Bethesda,Maryland,Tastee Diner,2010,1.0
42412,rv_park,47303.0,Muncie,Indiana,Delaware Acres Mobile Community,2010,1.0
51400,university,60661.0,Chicago,Illinois,Illinois Institute of Technology: Chicago-Kent College of Law,2010,2.0
39586,restaurant,94553.0,Martinez,California,Haute Stuff,2010,1.0
8216,church,3820.0,Dover,New Hampshire,Dover Friends Meeting House,2010,1.0
24429,lodging,97204.0,Portland,Oregon,"The Nines, a Luxury Collection Hotel, Portland",2010,4.0
42421,rv_park,97024.0,Fairview,Oregon,Portland Fairview RV Park,2010,1.0
906,bakery,11791.0,Syosset,New York,Bagel Master Corporation,2010,1.0
8217,church,14580.0,Webster,New York,Webster Baptist Church,2010,1.0
33190,point_of_interest,94720.0,Berkeley,California,Zellerbach Hall,2010,1.0
24442,lodging,97216.0,Portland,Oregon,Ramada Portland East,2010,1.0
36727,real_estate_agency,85718.0,Tucson,Arizona,Hacienda Del Sol Estates,2010,1.0
46715,stadium,97205.0,Portland,Oregon,Providence Park,2010,1.0
42415,rv_park,97603.0,Klamath Falls,Oregon,Mike's RV & Truck Accessories,2010,1.0
49782,store,97217.0,Portland,Oregon,The Naked Sheep Knit Shop,2010,1.0
42404,rv_park,93001.0,Ventura,California,Ventura Beach RV Resort,2010,1.0
19877,local_government_office,38655.0,Oxford,Mississippi,Lafayette County Courthouse,2010,1.0
36781,real_estate_agency,90292.0,Marina del Rey,California,Mariners Village Apartments,2010,1.0
15236,grocery_or_supermarket,22310.0,Alexandria,Virginia,Safeway,2010,1.0
24390,lodging,97201.0,Portland,Oregon,The Heathman Hotel,2010,3.0
48275,store,95628.0,Fair Oaks,California,Golden State Tactical,2010,1.0
15232,grocery_or_supermarket,95610.0,Citrus Heights,California,FoodMaxx,2010,1.0
42384,roofing_contractor,98032.0,Kent,Washington,C&R Boger Construction,2010,2.0
46729,stadium,97227.0,Portland,Oregon,Moda Center,2010,1.0
24397,lodging,97204.0,Portland,Oregon,The Heathman Hotel,2010,8.0
6050,cafe,75226.0,Dallas,Texas,AllGood Cafe,2010,1.0
8200,church,13202.0,Syracuse,New York,Plymouth Congregational Church,2010,1.0
36771,real_estate_agency,90803.0,Long Beach,California,"Pabst, Kinney & Associates, Inc.",2010,1.0
46724,stadium,97210.0,Portland,Oregon,Providence Park,2010,1.0
36769,real_estate_agency,30035.0,Decatur,Georgia,Lumpkin Realty Inc,2010,1.0
39887,restaurant,20770.0,Greenbelt,Maryland,Siri's Chef's Secret Restaurant,2010,1.0
36768,real_estate_agency,30035.0,Decatur,Georgia,Citizens International Realty,2010,1.0
42396,rv_park,85705.0,Tucson,Arizona,Whispering Palms RV Park,2010,1.0
24409,lodging,97201.0,Portland,Oregon,Hilton Portland & Executive Tower,2010,3.0
39886,restaurant,20770.0,Greenbelt,Maryland,Silver Diner,2010,1.0
8202,church,13202.0,Syracuse,New York,Roman Catholic Diocese of Syracuse,2010,1.0
19418,library,97206.0,Portland,Oregon,Woodstock Library,2010,5.0
24447,lodging,97216.0,Portland,Oregon,Chestnut Tree Inn,2010,1.0
8225,church,83702.0,Boise,Idaho,Cathedral Of The Rockies,2010,1.0
46702,stadium,55455.0,Minneapolis,Minnesota,Mariucci Arena,2010,1.0
24488,lodging,97205.0,Portland,Oregon,Hotel deLuxe,2010,1.0
5840,book_store,98052.0,Redmond,Washington,Half Price Books,2010,1.0
8247,church,5401.0,Burlington,Vermont,First Baptist Church,2010,2.0
39873,restaurant,20148.0,Brambleton,Virginia,Johnny Rockets,2010,1.0
46700,stadium,55455.0,Minneapolis,Minnesota,Williams Arena and Sports Pavilion,2010,1.0
36695,real_estate_agency,78705.0,Austin,Texas,Dobie Twenty21,2010,2.0
8249,church,5401.0,Burlington,Vermont,First United Methodist Church,2010,2.0
51803,veterinary_care,80909.0,Colorado Springs,Colorado,Pikes Peak Veterinary Clinic,2010,1.0
46698,stadium,55455.0,Minneapolis,Minnesota,TCF Bank Stadium,2010,1.0
8253,church,5401.0,Burlington,Vermont,St Paul's Cathedral Episcopal,2010,1.0
8254,church,5401.0,Burlington,Vermont,Cathedral of the Immaculate Conception,2010,1.0
24496,lodging,97204.0,Portland,Oregon,Hotel Lucia,2010,1.0
24503,lodging,97205.0,Portland,Oregon,Hotel Lucia,2010,5.0
42474,school,33781.0,Pinellas Park,Florida,Center Academy Pinellas Park,2010,1.0
36688,real_estate_agency,77007.0,Houston,Texas,Archstone Memorial Heights,2010,1.0
15118,grocery_or_supermarket,95112.0,San Jose,California,Mi Pueblo Food Center,2010,1.0
8260,church,97333.0,Corvallis,Oregon,First Christian Church,2010,2.0
19444,library,97213.0,Portland,Oregon,Multnomah County Library - Hollywood,2010,1.0
31431,point_of_interest,77494.0,Katy,Texas,AMissMess Photography,2010,1.0
46710,stadium,97201.0,Portland,Oregon,Providence Park,2010,7.0
33195,point_of_interest,94704.0,Berkeley,California,International Computer Science Institute,2010,1.0
24452,lodging,97233.0,Portland,Oregon,Motel 6,2010,1.0
36716,real_estate_agency,85747.0,Tucson,Arizona,Larry Lightning Bolt Bend,2010,1.0
30149,park,60601.0,Chicago,Illinois,Millennium Park,2010,1.0
8229,church,55987.0,Winona,Minnesota,Diocese of Winona-Pastoral Center,2010,1.0
290,art_gallery,28173.0,Waxhaw,North Carolina,Stewart's Village Gallery,2010,1.0
8230,church,55987.0,Winona,Minnesota,Cathedral of Sacred Heart,2010,1.0
24459,lodging,97205.0,Portland,Oregon,Sentinel,2010,5.0
31435,point_of_interest,77004.0,Houston,Texas,The University of Houston-Moores School of Music,2010,1.0
24481,lodging,97209.0,Portland,Oregon,Hotel Vintage Portland,2010,5.0
31437,point_of_interest,77004.0,Houston,Texas,Houston Community College,2010,1.0
24467,lodging,97204.0,Portland,Oregon,Hotel Vintage Portland,2010,1.0
8235,church,97701.0,Bend,Oregon,Trinity Episcopal Church,2010,1.0
36705,real_estate_agency,78751.0,Austin,Texas,Hyde Park Cottage,2010,4.0
15155,grocery_or_supermarket,94114.0,San Francisco,California,Whole Foods Market,2010,1.0
39587,restaurant,94553.0,Martinez,California,Subway,2010,1.0
24474,lodging,97205.0,Portland,Oregon,Hotel Vintage Portland,2010,5.0
49790,store,97211.0,Portland,Oregon,FleetPride,2010,6.0
51800,veterinary_care,95610.0,Citrus Heights,California,Sunrise Boulevard Animal Hospital,2010,1.0
19437,library,97212.0,Portland,Oregon,Multnomah County Library - Hollywood,2010,2.0
48279,store,63130.0,University City,Missouri,Vintage Vinyl,2010,1.0
24385,lodging,97201.0,Portland,Oregon,Portland Marriott Downtown Waterfront,2010,2.0
15240,grocery_or_supermarket,20003.0,Washington,District of Columbia,Eastern Market,2010,1.0
19930,local_government_office,94553.0,Martinez,California,Contra Costa County Sheriff's Office,2010,1.0
15310,grocery_or_supermarket,61801.0,Urbana,Illinois,Strawberry Fields,2010,2.0
19929,local_government_office,94553.0,Martinez,California,Contra Costa Elections & Registration,2010,1.0
46768,storage,85054.0,Phoenix,Arizona,Design Space Storage Containers,2010,1.0
19928,local_government_office,94553.0,Martinez,California,The County Clerk Recorder’s Office,2010,1.0
36828,real_estate_agency,81301.0,Durango,Colorado,"Sterling Brokerage, Inc.",2010,1.0
8155,church,1220.0,Adams,Massachusetts,St Stanislaus Rectory,2010,1.0
15304,grocery_or_supermarket,80304.0,Boulder,Colorado,Lucky's Market,2010,1.0
24316,lodging,97034.0,Lake Oswego,Oregon,Lakeshore Inn,2010,1.0
3627,bar,60622.0,Chicago,Illinois,Piece Brewery & Pizzeria,2010,4.0
8160,church,53405.0,Racine,Wisconsin,Community Christian Church,2010,1.0
42350,roofing_contractor,81001.0,Pueblo,Colorado,Old World Roofing Gutters,2010,1.0
36813,real_estate_agency,27127.0,Winston-Salem,North Carolina,"Pierce Auction Service and Real Estate,Inc",2010,1.0
19926,local_government_office,94804.0,Richmond,California,City of Richmond,2010,1.0
5822,book_store,83843.0,Moscow,Idaho,Book People of Moscow,2010,1.0
19390,library,97068.0,West Linn,Oregon,West Linn Public Library,2010,1.0
39553,restaurant,94960.0,San Anselmo,California,Taco Jane's,2010,2.0
42352,roofing_contractor,95662.0,Orangevale,California,Porter Roofing,2010,1.0
42348,roofing_contractor,81001.0,Pueblo,Colorado,Advance Construction Roofing,2010,1.0
39902,restaurant,20850.0,Rockville,Maryland,Bombay Bistro,2010,1.0
36831,real_estate_agency,95054.0,Santa Clara,California,River Terrace,2010,1.0
36835,real_estate_agency,95054.0,Santa Clara,California,550 Moreland Apartments by Prometheus,2010,2.0
36865,real_estate_agency,94565.0,Pittsburg,California,Escrowcoord.Com,2010,2.0
19937,local_government_office,95476.0,Sonoma,California,Sonoma Building Department,2010,1.0
48141,store,94597.0,Walnut Creek,California,Vespa Walnut Creek,2010,1.0
36858,real_estate_agency,94563.0,Orinda,California,Coldwell Banker Residential Brokerage,2010,1.0
32416,point_of_interest,93101.0,Santa Barbara,California,Stearns Wharf,2010,1.0
49731,store,97024.0,Fairview,Oregon,Iron Eagle Trailers Inc.,2010,1.0
6069,cafe,92014.0,Del Mar,California,Pacifica Breeze Cafe,2010,2.0
19936,local_government_office,94585.0,Suisun City,California,Suisun City Planning Department,2010,1.0
8144,church,2144.0,Somerville,Massachusetts,St James's Episcopal Church,2010,2.0
19935,local_government_office,94585.0,Suisun City,California,US Social Security Administration,2010,1.0
42333,roofing_contractor,32303.0,Tallahassee,Florida,Blackfoot Roofing & Construction,2010,1.0
19932,local_government_office,94553.0,Martinez,California,Contra Costa County Arts Comission,2010,1.0
24294,lodging,55415.0,Minneapolis,Minnesota,The Grand Hotel Minneapolis,2010,1.0
30177,park,60641.0,Chicago,Illinois,Portage Park,2010,1.0
36847,real_estate_agency,94107.0,San Francisco,California,China Basin,2010,1.0
15322,grocery_or_supermarket,80526.0,Fort Collins,Colorado,Bangkok Asian Market,2010,1.0
36839,real_estate_agency,95054.0,Santa Clara,California,Mansion Grove Apartments by Prometheus,2010,1.0
30175,park,60618.0,Chicago,Illinois,Avondale Neighborhood Park,2010,1.0
42332,roofing_contractor,77004.0,Houston,Texas,New Image Roofing Houston,2010,1.0
15291,grocery_or_supermarket,19335.0,Downingtown,Pennsylvania,Kimberton Whole Foods,2010,1.0
30168,park,60614.0,Chicago,Illinois,Lincoln Park,2010,5.0
19394,library,97222.0,Milwaukie,Oregon,Ledding Library,2010,1.0
15259,grocery_or_supermarket,20148.0,Brambleton,Virginia,Harris Teeter,2010,1.0
51596,university,55455.0,Minneapolis,Minnesota,Ridder Arena and Baseline Tennis Facility,2010,1.0
24371,lodging,97225.0,Portland,Oregon,Rodeway Inn & Suites,2010,1.0
900,bakery,7030.0,Hoboken,New Jersey,Carlo's Bakery,2010,1.0
46743,stadium,97203.0,Portland,Oregon,Merlo Field,2010,2.0
48157,store,94805.0,Richmond,California,Catahoula Coffee Co,2010,1.0
19410,library,97202.0,Portland,Oregon,Multnomah County Library - Sellwood-Moreland,2010,16.0
49759,store,97220.0,Portland,Oregon,Evergreen Garden Supply,2010,1.0
24364,lodging,97214.0,Portland,Oregon,Bluebird Guesthouse,2010,5.0
8186,church,3431.0,Keene,New Hampshire,The United Church of Christ of Keene,2010,1.0
19903,local_government_office,81301.0,Durango,Colorado,La Plata County Restitution,2010,1.0
42372,roofing_contractor,83712.0,Boise,Idaho,Rain Roofing,2010,1.0
24375,lodging,97201.0,Portland,Oregon,RiverPlace Hotel,2010,10.0
24381,lodging,97214.0,Portland,Oregon,Portland Hawthorne Hostel,2010,3.0
39895,restaurant,20705.0,Beltsville,Maryland,Caribbean Delight II,2010,1.0
8190,church,53523.0,Cambridge,Wisconsin,Oakland-Cambridge Presbyterian Church,2010,1.0
42375,roofing_contractor,97405.0,Eugene,Oregon,Roger Anderson Roofing & Gutters LLC,2010,1.0
36783,real_estate_agency,90026.0,Los Angeles,California,Baxter 5,2010,1.0
51598,university,97219.0,Portland,Oregon,Earthrise Law Center,2010,1.0
15262,grocery_or_supermarket,20705.0,Beltsville,Maryland,Costco,2010,1.0
8181,church,14222.0,Buffalo,New York,Lafayette Ave Presbyterian Church,2010,1.0
19404,library,97219.0,Portland,Oregon,Lewis & Clark Law School,2010,1.0
24336,lodging,97239.0,Portland,Oregon,Bellaterra Bed and Breakfast,2010,1.0
15286,grocery_or_supermarket,43215.0,Columbus,Ohio,Giant Eagle,2010,1.0
24338,lodging,97202.0,Portland,Oregon,Motel 6,2010,1.0
